sku_id,weekenddt,qtysold,qtyinstock,qtyorder,unit,avg_lead_days,max_lead_days,unit_price,category,product,loc
2173CA,29/01/2023,5,17,6,Unit,60,92,29.00,Parts,Countertop Trim,NSW
2170BA,29/01/2023,15,27,4,Unit,120,171,18.00,Parts,Cabinet Shelf,NSW
2143AA,29/01/2023,3,29,2,Unit,120,192,17.00,Parts,Door Screen,NSW
2142CA,29/01/2023,5,12,3,Unit,60,91,13.00,Parts,Window Screen,NSW
2139BA,29/01/2023,3,14,2,Unit,120,176,23.00,Parts,Cabinet Frame Trim,NSW
2025AA,29/01/2023,1,10,3,Unit,60,80,15.00,Parts,Armrest Support,NSW
2021CA,29/01/2023,1,11,6,Unit,60,86,9.00,Parts,Seat Frame,NSW
2016CA,29/01/2023,9,13,6,Unit,60,86,15.00,Parts,Seat Cushion,QLD
2013AA,29/01/2023,4,15,5,Unit,120,189,6.00,Parts,Backrest,QLD
1995AA,29/01/2023,3,15,2,Unit,120,160,14.00,Main,Armrest,NSW
1994AA,29/01/2023,9,7,4,Unit,60,91,13.00,Main,Chest of Drawers Hardware,NSW
1993AA,29/01/2023,13,8,4,Unit,60,94,18.00,Main,Chest of Drawers Drawers,NSW
1992AA,29/01/2023,13,4,4,Unit,60,92,26.00,Main,Chest of Drawers Frame,NSW
1990AA,29/01/2023,3,8,4,Unit,60,79,29.00,Main,Futon Cover,NSW
1979AA,29/01/2023,2,5,0,Unit,60,94,26.00,Main,Futon Mattress,NSW
1971AA,29/01/2023,15,9,1,Unit,120,177,25.00,Main,Futon Frame,NSW
1970CA,29/01/2023,9,33,1,Unit,60,96,12.00,Main,Bunk Bed Ladder,NSW
1967BA,29/01/2023,15,36,4,Unit,120,163,17.00,Main,Bunk Bed Rails,NSW
1876AA,29/01/2023,10,4,7,Unit,30,40,18.00,Main,Nightstand Top,NSW
1872CA,29/01/2023,5,24,7,Unit,60,89,14.00,Main,Dresser Knobs,NSW
1857AA,29/01/2023,10,0,3,Unit,60,89,24.00,Main,Dresser Hardware,QLD
1851CA,29/01/2023,6,6,0,Unit,60,81,6.00,Main,Dresser Base,QLD
1842BA,29/01/2023,13,38,3,Unit,30,41,12.00,Main,Dresser Top,QLD
1830AA,29/01/2023,4,19,0,Unit,30,44,26.00,Main,Dresser Frame,QLD
1827AA,29/01/2023,2,6,1,Unit,30,48,20.00,Main,Dresser Drawers,QLD
1766CA,29/01/2023,1,28,1,Unit,15,24,24.00,Main,Sectional Sofa Fabric,NSW
1764AA,29/01/2023,4,16,7,Unit,15,23,5.00,Main,Sectional Sofa Leg,NSW
1745BA,29/01/2023,1,42,0,Unit,15,20,16.00,Main,Sectional Sofa Armrest,NSW
1741BA,29/01/2023,1,16,0,Unit,30,41,20.00,Main,Sectional Sofa Back,NSW
1716AA,29/01/2023,13,33,2,Unit,15,21,28.00,Main,Sectional Sofa Seat,QLD
1712AA,29/01/2023,7,11,0,Unit,15,21,6.00,Main,Sectional Sofa Frame,QLD
1708AA,29/01/2023,6,4,1,Unit,15,23,25.00,Main,Sofa Cushion,NSW
1698CA,29/01/2023,6,18,1,Unit,15,24,22.00,Main,Sofa Upholstery,NSW
1695CA,29/01/2023,2,5,7,Unit,15,22,24.00,Main,Sofa Armrests,NSW
1688CA,29/01/2023,14,4,7,Unit,60,79,7.00,Main,Sofa Legs,NSW
1681CA,29/01/2023,9,20,7,Unit,30,47,5.00,Main,Sofa Frame,QLD
1678CA,29/01/2023,4,10,5,Unit,60,87,9.00,Main,Sofa Seat Cushion,QLD
1672AA,29/01/2023,12,5,0,Unit,15,24,18.00,Main,Sofa Backrest,QLD
1668CA,29/01/2023,1,18,0,Unit,30,46,20.00,Main,Chair Fabric,QLD
1650AA,29/01/2023,5,13,6,Unit,60,93,23.00,Main,Chair Padding,QLD
1630BA,29/01/2023,2,7,1,Unit,60,91,23.00,Main,Chair Armrests,QLD
1624CA,29/01/2023,14,8,0,Unit,30,48,27.00,Main,Chair Legs,QLD
1624AA,29/01/2023,9,36,5,Unit,15,21,7.00,Main,Chair Frame,NSW
1601AA,29/01/2023,2,18,0,Unit,30,42,13.00,Main,Chair Seat Cushion,NSW
1586CA,29/01/2023,13,2,4,Unit,30,40,20.00,Main,Chair Backrest,NSW
1584BA,29/01/2023,4,40,5,Unit,45,65,19.00,Main,Lawn Chair Cushion,NSW
1582CA,29/01/2023,0,22,5,Unit,45,63,23.00,Main,Lawn Chair Mesh,NSW
1571AA,29/01/2023,12,48,2,Unit,60,93,4.20,Main,Lawn Chair Fabric,NSW
1514BA,29/01/2023,9,44,1,Unit,45,68,9.30,Main,Lawn Chair Leg,NSW
1511CA,29/01/2023,4,48,5,Unit,30,41,6.79,Main,Lawn Chair Armrest,NSW
1499CA,29/01/2023,5,7,7,Unit,60,86,7.00,Main,Lawn Chair Back,NSW
1499AA,29/01/2023,9,9,0,Unit,20,30,14.22,Main,Lawn Chair Seat,NSW
1497CA,29/01/2023,13,8,0,Unit,40,53,16.72,Main,Lawn Chair Frame,NSW
1491CA,29/01/2023,12,36,5,Unit,30,43,30.00,Main,Lawn table,QLD
1488CA,29/01/2023,13,25,5,Unit,15,22,30.00,Main,Ottoman Upholstery,QLD
1488BA,29/01/2023,9,43,5,Unit,30,47,18.00,Main,Ottoman Cushion,QLD
1486CA,29/01/2023,3,15,5,Unit,60,81,19.00,Main,Ottoman Fabric,QLD
1484BA,29/01/2023,9,11,0,Unit,15,23,0.20,Main,Ottoman Padding,QLD
1283CA,29/01/2023,14,22,0,Unit,60,92,3.00,Main,Desk Hardware,NSW
1281BA,29/01/2023,12,27,1,Unit,60,85,5.00,Main,Desk Drawers,NSW
1266CA,29/01/2023,1,28,3,Unit,60,86,16.00,Main,Desk Legs,QLD
1265CA,29/01/2023,2,25,6,Unit,60,79,4.00,Main,Desk Frame,QLD
1255CA,29/01/2023,13,22,5,Unit,60,83,24.00,Main,Desk Top,NSW
1244AA,29/01/2023,14,25,3,Unit,45,67,22.00,Main,Countertop Backsplash,NSW
1234BA,29/01/2023,14,23,7,Unit,45,63,18.00,Main,Countertop Edge,NSW
1224AA,29/01/2023,11,25,0,Unit,90,121,51.00,Main,Countertop Surface,NSW
1214CA,29/01/2023,15,17,0,Unit,30,43,26.00,Main,Cabinet Frame,NSW
1083AA,29/01/2023,4,10,2,Unit,45,68,29.02,Main,Window Sash,NSW
1077CA,29/01/2023,0,7,5,Unit,45,70,22.98,Main,Window Glass,NSW
1009AA,29/01/2023,0,14,6,Unit,30,48,28.76,Main,Window Frame,QLD
3619CA,22/01/2023,7,9,0,Unit,15,22,13.00,Accessories,Furniture Leg Pads,NSW
3616CA,22/01/2023,2,20,2,Unit,120,167,22.00,Accessories,Countertop Sealer,NSW
3610AA,22/01/2023,13,14,0,Unit,120,188,5.00,Accessories,Cabinet Shelf Supports,QLD
3551CA,22/01/2023,7,4,1,Unit,20,31,5.00,Accessories,Furniture Lacquer,QLD
3345AA,22/01/2023,14,18,3,Unit,40,61,11.00,Accessories,Polishing Compound,NSW
3332CA,22/01/2023,29,11,5,Unit,30,46,28.00,Accessories,Safety rail,NSW
3322AA,22/01/2023,15,8,5,Unit,60,90,21.00,Accessories,Acrylic Gloss Finish,NSW
3312AA,22/01/2023,27,10,4,Unit,60,84,18.00,Accessories,Universal bracket,NSW
3300CA,22/01/2023,25,38,6,Unit,30,42,17.00,Accessories,Cranked hook,NSW
3205AA,22/01/2023,28,48,7,Unit,60,91,11.00,Accessories,Door Frame Trim,NSW
3193AA,22/01/2023,24,58,5,Unit,15,22,16.00,Accessories,Door Latch Plate,NSW
3178CA,22/01/2023,15,6,5,Unit,30,47,6.00,Accessories,Door Lock Installation Kit,NSW
3177CA,22/01/2023,30,15,5,Unit,30,42,10.00,Accessories,Window Lock Key,QLD
3161BA,22/01/2023,13,49,1,Unit,30,48,16.00,Accessories,Window Latch Handle,QLD
3160BA,22/01/2023,7,10,7,Unit,30,46,17.00,Accessories,Window Frame Hardware,QLD
3143CA,22/01/2023,8,26,1,Unit,30,41,9.00,Accessories,Window Locking Mechanism,QLD
3138CA,22/01/2023,10,33,7,Unit,15,21,27.00,Accessories,Outdoor Glass Paneling,QLD
3132BA,22/01/2023,12,10,2,Unit,15,24,19.00,Accessories,Glass Table Frame,QLD
3126BA,22/01/2023,9,0,7,Unit,60,82,12.00,Accessories,Countertop Glass Surface,NSW
3075AA,22/01/2023,15,11,3,Unit,30,47,16.00,Accessories,Door Latch Mechanism,QLD
3053AA,22/01/2023,8,12,2,Unit,15,23,18.00,Accessories,Window Screen Frame,QLD
3044AA,22/01/2023,2,5,3,Unit,15,21,7.00,Accessories,Window Lock System,QLD
3038BA,22/01/2023,4,18,1,Unit,15,22,6.00,Accessories,Outdoor Glass Panels,QLD
3027CA,22/01/2023,6,7,4,Unit,30,46,12.00,Accessories,Glass Tabletop,QLD
3025CA,22/01/2023,11,13,7,Unit,30,45,17.00,Accessories,Glass Countertop,QLD
3016BA,22/01/2023,8,12,2,Unit,60,79,26.00,Accessories,Glass Cabinet Door,QLD
3007CA,22/01/2023,15,9,5,Unit,30,47,14.00,Accessories,Glass Door Panel,NSW
3006CA,22/01/2023,5,16,7,Unit,60,79,5.00,Accessories,Glass Window Pane,NSW
3003AA,22/01/2023,14,14,6,Unit,30,44,7.00,Accessories,Bathroom Door Lock,NSW
2994CA,22/01/2023,0,10,1,Unit,30,48,24.00,Parts,Futon Parts,NSW
2988AA,22/01/2023,9,2,0,Unit,30,40,8.00,Parts,Futon Accessories,NSW
2987AA,22/01/2023,1,1,6,Unit,30,43,28.00,Parts,Headboard slat,QLD
2982AA,22/01/2023,1,8,5,Unit,30,48,25.00,Parts,Bed frame cleat,QLD
2977BA,22/01/2023,5,13,0,Unit,60,89,12.00,Parts,Bed Upholstery,NSW
2970CA,22/01/2023,13,38,0,Unit,60,96,27.00,Parts,Dresser Decor,NSW
2680BA,22/01/2023,11,26,3,Unit,45,68,24.00,Parts,Window Handle,NSW
2673BA,22/01/2023,9,24,0,Unit,60,95,22.00,Parts,Window Lock,NSW
2672BA,22/01/2023,2,14,3,Unit,120,171,14.00,Parts,Countertop Support Bracket,NSW
2670CA,22/01/2023,15,23,5,Unit,60,82,28.00,Parts,Countertop Joining Bracket,NSW
2662CA,22/01/2023,13,23,3,Unit,60,82,13.00,Parts,Cabinet Pull,NSW
2661CA,22/01/2023,9,32,7,Unit,120,157,16.00,Parts,Cabinet Drawer,NSW
2646AA,22/01/2023,10,22,6,Unit,120,157,16.00,Parts,Cabinet Knob,NSW
2640BA,22/01/2023,15,20,4,Unit,60,84,30.00,Parts,Door Hinge Plate,NSW
2632AA,22/01/2023,15,11,3,Unit,30,41,12.00,Parts,Door Hinge Pin,NSW
2621AA,22/01/2023,12,23,1,Unit,60,80,9.00,Parts,Window Latch,NSW
2606AA,22/01/2023,14,17,5,Unit,60,79,6.00,Parts,Threaded Insert,QLD
2604CA,22/01/2023,9,25,6,Unit,30,42,10.00,Parts,T-Nut,QLD
2600BA,22/01/2023,8,17,4,Unit,60,80,19.00,Parts,Angle Bracket,QLD
2573CA,22/01/2023,29,33,0,Unit,60,81,29.00,Parts,Corner Brace,QLD
2565CA,22/01/2023,22,26,0,Unit,30,40,18.00,Parts,Tension Pin,QLD
2564BA,22/01/2023,25,2,7,Unit,60,96,10.00,Parts,Wing Nut,QLD
2555CA,22/01/2023,26,13,2,Unit,30,44,12.00,Parts,Cap Nut,QLD
2548CA,22/01/2023,17,22,5,Unit,30,41,19.00,Parts,Lag Screw,QLD
2539AA,22/01/2023,29,1,2,Unit,30,45,23.00,Parts,Carriage Bolt,QLD
2429BA,22/01/2023,29,14,2,Unit,90,122,28.00,Parts,Furniture Connector,QLD
2422BA,22/01/2023,18,21,2,Unit,30,45,28.00,Parts,Table Leg,QLD
2418CA,22/01/2023,18,53,4,Unit,60,85,13.00,Parts,Furniture Feet,QLD
2396CA,22/01/2023,8,57,1,Unit,30,46,6.00,Parts,Table Leg ,NSW
2391CA,22/01/2023,0,46,5,Unit,45,67,26.00,Parts,Turned Leg,NSW
2371CA,22/01/2023,10,32,5,Unit,90,136,28.00,Parts,Dowel Rod,NSW
2365AA,22/01/2023,3,3,6,Unit,60,83,7.00,Parts,Dowel Pin,NSW
2359CA,22/01/2023,5,38,2,Unit,90,121,22.00,Parts,Finial,NSW
2348BA,22/01/2023,0,18,2,Unit,60,89,14.00,Parts,Newel Post,NSW
2342CA,22/01/2023,1,0,4,Unit,60,86,6.00,Parts,Baluster,QLD
2337CA,22/01/2023,8,24,2,Unit,60,83,22.00,Parts,Rail Bracket,QLD
2336BA,22/01/2023,3,50,3,Unit,30,44,20.00,Parts,Post Cap,QLD
2331CA,22/01/2023,4,36,5,Unit,60,83,11.00,Parts,Bracket,QLD
2326CA,22/01/2023,3,13,5,Unit,30,46,24.00,Parts,Corbel,QLD
2317CA,22/01/2023,1,21,0,Unit,60,89,18.00,Parts,Corner Block,NSW
2315BA,22/01/2023,8,37,2,Unit,120,182,19.00,Parts,Corner Bead,NSW
2293AA,22/01/2023,1,20,4,Unit,60,79,23.00,Parts,Corner Guard,NSW
2291AA,22/01/2023,10,55,6,Unit,120,191,25.00,Parts,Trim Board,NSW
2277AA,22/01/2023,5,59,4,Unit,120,158,24.00,Parts,Siding,NSW
2267CA,22/01/2023,3,1,6,Unit,60,91,15.00,Parts,Shiplap,NSW
2265BA,22/01/2023,9,29,2,Unit,120,184,22.00,Parts,Beadboard,NSW
2212CA,22/01/2023,4,9,0,Unit,60,87,19.00,Parts,Door Sweep,QLD
2212AA,22/01/2023,12,24,0,Unit,120,180,23.00,Parts,Door Stop,QLD
2200CA,22/01/2023,3,11,3,Unit,60,89,21.00,Parts,Kick Plate,QLD
2189CA,22/01/2023,13,20,6,Unit,60,95,6.00,Parts,Door Viewer,NSW
2173CA,22/01/2023,6,30,3,Unit,60,92,29.00,Parts,Countertop Trim,NSW
2170BA,22/01/2023,10,27,0,Unit,120,171,18.00,Parts,Cabinet Shelf,NSW
2143AA,22/01/2023,12,26,3,Unit,120,192,17.00,Parts,Door Screen,NSW
2142CA,22/01/2023,13,26,0,Unit,60,91,13.00,Parts,Window Screen,NSW
2139BA,22/01/2023,13,18,3,Unit,120,176,23.00,Parts,Cabinet Frame Trim,NSW
2025AA,22/01/2023,0,19,1,Unit,60,80,15.00,Parts,Armrest Support,NSW
2021CA,22/01/2023,1,22,3,Unit,60,86,9.00,Parts,Seat Frame,NSW
2016CA,22/01/2023,12,17,3,Unit,60,86,15.00,Parts,Seat Cushion,QLD
2013AA,22/01/2023,11,12,6,Unit,120,189,6.00,Parts,Backrest,QLD
1995AA,22/01/2023,3,9,2,Unit,120,160,14.00,Main,Armrest,NSW
1994AA,22/01/2023,10,15,1,Unit,60,91,13.00,Main,Chest of Drawers Hardware,NSW
1993AA,22/01/2023,2,3,3,Unit,60,94,18.00,Main,Chest of Drawers Drawers,NSW
1992AA,22/01/2023,11,19,3,Unit,60,92,26.00,Main,Chest of Drawers Frame,NSW
1990AA,22/01/2023,4,8,4,Unit,60,79,29.00,Main,Futon Cover,NSW
1979AA,22/01/2023,15,4,3,Unit,60,94,26.00,Main,Futon Mattress,NSW
1971AA,22/01/2023,0,19,0,Unit,120,177,25.00,Main,Futon Frame,NSW
1970CA,22/01/2023,13,6,3,Unit,60,96,12.00,Main,Bunk Bed Ladder,NSW
1967BA,22/01/2023,7,19,1,Unit,120,163,17.00,Main,Bunk Bed Rails,NSW
1876AA,22/01/2023,11,11,2,Unit,30,40,18.00,Main,Nightstand Top,NSW
1872CA,22/01/2023,11,19,3,Unit,60,89,14.00,Main,Dresser Knobs,NSW
1857AA,22/01/2023,15,6,4,Unit,60,89,24.00,Main,Dresser Hardware,QLD
1851CA,22/01/2023,7,38,7,Unit,60,81,6.00,Main,Dresser Base,QLD
1842BA,22/01/2023,7,31,2,Unit,30,41,12.00,Main,Dresser Top,QLD
1830AA,22/01/2023,7,12,0,Unit,30,44,26.00,Main,Dresser Frame,QLD
1827AA,22/01/2023,7,5,6,Unit,30,48,20.00,Main,Dresser Drawers,QLD
1766CA,22/01/2023,0,19,2,Unit,15,24,24.00,Main,Sectional Sofa Fabric,NSW
1764AA,22/01/2023,12,55,0,Unit,15,23,5.00,Main,Sectional Sofa Leg,NSW
1745BA,22/01/2023,11,21,2,Unit,15,20,16.00,Main,Sectional Sofa Armrest,NSW
1741BA,22/01/2023,7,27,5,Unit,30,41,20.00,Main,Sectional Sofa Back,NSW
1716AA,22/01/2023,8,0,4,Unit,15,21,28.00,Main,Sectional Sofa Seat,QLD
1712AA,22/01/2023,9,4,5,Unit,15,21,6.00,Main,Sectional Sofa Frame,QLD
1708AA,22/01/2023,1,3,0,Unit,15,23,25.00,Main,Sofa Cushion,NSW
1698CA,22/01/2023,12,51,1,Unit,15,24,22.00,Main,Sofa Upholstery,NSW
1695CA,22/01/2023,6,29,3,Unit,15,22,24.00,Main,Sofa Armrests,NSW
1688CA,22/01/2023,8,43,2,Unit,60,79,7.00,Main,Sofa Legs,NSW
1681CA,22/01/2023,11,45,4,Unit,30,47,5.00,Main,Sofa Frame,QLD
1678CA,22/01/2023,0,31,2,Unit,60,87,9.00,Main,Sofa Seat Cushion,QLD
1672AA,22/01/2023,11,8,1,Unit,15,24,18.00,Main,Sofa Backrest,QLD
1668CA,22/01/2023,9,32,1,Unit,30,46,20.00,Main,Chair Fabric,QLD
1650AA,22/01/2023,9,2,0,Unit,60,93,23.00,Main,Chair Padding,QLD
1630BA,22/01/2023,14,31,1,Unit,60,91,23.00,Main,Chair Armrests,QLD
1624CA,22/01/2023,9,13,0,Unit,30,48,27.00,Main,Chair Legs,QLD
1624AA,22/01/2023,11,46,0,Unit,15,21,7.00,Main,Chair Frame,NSW
1601AA,22/01/2023,0,17,6,Unit,30,42,13.00,Main,Chair Seat Cushion,NSW
1586CA,22/01/2023,2,24,4,Unit,30,40,20.00,Main,Chair Backrest,NSW
1584BA,22/01/2023,6,33,7,Unit,45,65,19.00,Main,Lawn Chair Cushion,NSW
1582CA,22/01/2023,3,6,0,Unit,45,63,23.00,Main,Lawn Chair Mesh,NSW
1571AA,22/01/2023,14,19,7,Unit,60,93,4.20,Main,Lawn Chair Fabric,NSW
1514BA,22/01/2023,5,31,3,Unit,45,68,9.30,Main,Lawn Chair Leg,NSW
1511CA,22/01/2023,2,52,5,Unit,30,41,6.79,Main,Lawn Chair Armrest,NSW
1499CA,22/01/2023,7,34,3,Unit,60,86,7.00,Main,Lawn Chair Back,NSW
1499AA,22/01/2023,3,12,2,Unit,20,30,14.22,Main,Lawn Chair Seat,NSW
1497CA,22/01/2023,14,53,0,Unit,40,53,16.72,Main,Lawn Chair Frame,NSW
1491CA,22/01/2023,14,23,4,Unit,30,43,30.00,Main,Lawn table,QLD
1488CA,22/01/2023,6,24,4,Unit,15,22,30.00,Main,Ottoman Upholstery,QLD
1488BA,22/01/2023,13,43,5,Unit,30,47,18.00,Main,Ottoman Cushion,QLD
1486CA,22/01/2023,5,45,3,Unit,60,81,19.00,Main,Ottoman Fabric,QLD
1484BA,22/01/2023,2,10,0,Unit,15,23,0.20,Main,Ottoman Padding,QLD
1283CA,22/01/2023,14,48,4,Unit,60,92,3.00,Main,Desk Hardware,NSW
1281BA,22/01/2023,4,45,7,Unit,60,85,5.00,Main,Desk Drawers,NSW
1266CA,22/01/2023,0,5,2,Unit,60,86,16.00,Main,Desk Legs,QLD
1265CA,22/01/2023,3,28,0,Unit,60,79,4.00,Main,Desk Frame,QLD
1255CA,22/01/2023,3,19,6,Unit,60,83,24.00,Main,Desk Top,NSW
1244AA,22/01/2023,9,16,0,Unit,45,67,22.00,Main,Countertop Backsplash,NSW
1234BA,22/01/2023,8,21,5,Unit,45,63,18.00,Main,Countertop Edge,NSW
1224AA,22/01/2023,9,30,2,Unit,90,121,51.00,Main,Countertop Surface,NSW
1214CA,22/01/2023,4,24,3,Unit,30,43,26.00,Main,Cabinet Frame,NSW
1083AA,22/01/2023,0,17,7,Unit,45,68,29.02,Main,Window Sash,NSW
1077CA,22/01/2023,2,22,4,Unit,45,70,22.98,Main,Window Glass,NSW
1009AA,22/01/2023,13,26,0,Unit,30,48,28.76,Main,Window Frame,QLD
3619CA,15/01/2023,14,21,2,Unit,15,22,13.00,Accessories,Furniture Leg Pads,NSW
3616CA,15/01/2023,3,21,7,Unit,120,167,22.00,Accessories,Countertop Sealer,NSW
3610AA,15/01/2023,12,12,0,Unit,120,188,5.00,Accessories,Cabinet Shelf Supports,QLD
3551CA,15/01/2023,10,9,3,Unit,20,31,5.00,Accessories,Furniture Lacquer,QLD
3345AA,15/01/2023,0,4,7,Unit,40,61,11.00,Accessories,Polishing Compound,NSW
3332CA,15/01/2023,5,14,2,Unit,30,46,28.00,Accessories,Safety rail,NSW
3322AA,15/01/2023,7,14,2,Unit,60,90,21.00,Accessories,Acrylic Gloss Finish,NSW
3312AA,15/01/2023,7,4,0,Unit,60,84,18.00,Accessories,Universal bracket,NSW
3300CA,15/01/2023,0,14,7,Unit,30,42,17.00,Accessories,Cranked hook,NSW
3205AA,15/01/2023,13,16,6,Unit,60,91,11.00,Accessories,Door Frame Trim,NSW
3193AA,15/01/2023,3,5,3,Unit,15,22,16.00,Accessories,Door Latch Plate,NSW
3178CA,15/01/2023,8,13,6,Unit,30,47,6.00,Accessories,Door Lock Installation Kit,NSW
3177CA,15/01/2023,5,5,5,Unit,30,42,10.00,Accessories,Window Lock Key,QLD
3161BA,15/01/2023,12,7,3,Unit,30,48,16.00,Accessories,Window Latch Handle,QLD
3160BA,15/01/2023,14,41,5,Unit,30,46,17.00,Accessories,Window Frame Hardware,QLD
3143CA,15/01/2023,0,35,3,Unit,30,41,9.00,Accessories,Window Locking Mechanism,QLD
3138CA,15/01/2023,10,41,6,Unit,15,21,27.00,Accessories,Outdoor Glass Paneling,QLD
3132BA,15/01/2023,5,54,6,Unit,15,24,19.00,Accessories,Glass Table Frame,QLD
3126BA,15/01/2023,15,22,4,Unit,60,82,12.00,Accessories,Countertop Glass Surface,NSW
3075AA,15/01/2023,13,17,7,Unit,30,47,16.00,Accessories,Door Latch Mechanism,QLD
3053AA,15/01/2023,10,21,4,Unit,15,23,18.00,Accessories,Window Screen Frame,QLD
3044AA,15/01/2023,10,14,5,Unit,15,21,7.00,Accessories,Window Lock System,QLD
3038BA,15/01/2023,9,19,7,Unit,15,22,6.00,Accessories,Outdoor Glass Panels,QLD
3027CA,15/01/2023,11,25,3,Unit,30,46,12.00,Accessories,Glass Tabletop,QLD
3025CA,15/01/2023,5,19,1,Unit,30,45,17.00,Accessories,Glass Countertop,QLD
3016BA,15/01/2023,14,30,0,Unit,60,79,26.00,Accessories,Glass Cabinet Door,QLD
3007CA,15/01/2023,2,29,2,Unit,30,47,14.00,Accessories,Glass Door Panel,NSW
3006CA,15/01/2023,4,25,0,Unit,60,79,5.00,Accessories,Glass Window Pane,NSW
3003AA,15/01/2023,11,27,6,Unit,30,44,7.00,Accessories,Bathroom Door Lock,NSW
2994CA,15/01/2023,12,16,5,Unit,30,48,24.00,Parts,Futon Parts,NSW
2988AA,15/01/2023,3,12,1,Unit,30,40,8.00,Parts,Futon Accessories,NSW
2987AA,15/01/2023,12,18,4,Unit,30,43,28.00,Parts,Headboard slat,QLD
2982AA,15/01/2023,10,9,4,Unit,30,48,25.00,Parts,Bed frame cleat,QLD
2977BA,15/01/2023,11,16,0,Unit,60,89,12.00,Parts,Bed Upholstery,NSW
2970CA,15/01/2023,6,20,1,Unit,60,96,27.00,Parts,Dresser Decor,NSW
2680BA,15/01/2023,2,10,1,Unit,45,68,24.00,Parts,Window Handle,NSW
2673BA,15/01/2023,14,3,3,Unit,60,95,22.00,Parts,Window Lock,NSW
2672BA,15/01/2023,3,19,3,Unit,120,171,14.00,Parts,Countertop Support Bracket,NSW
2670CA,15/01/2023,1,17,7,Unit,60,82,28.00,Parts,Countertop Joining Bracket,NSW
2662CA,15/01/2023,8,17,0,Unit,60,82,13.00,Parts,Cabinet Pull,NSW
2661CA,15/01/2023,2,16,5,Unit,120,157,16.00,Parts,Cabinet Drawer,NSW
2646AA,15/01/2023,4,20,0,Unit,120,157,16.00,Parts,Cabinet Knob,NSW
2640BA,15/01/2023,14,4,2,Unit,60,84,30.00,Parts,Door Hinge Plate,NSW
2632AA,15/01/2023,12,16,0,Unit,30,41,12.00,Parts,Door Hinge Pin,NSW
2621AA,15/01/2023,12,15,2,Unit,60,80,9.00,Parts,Window Latch,NSW
2606AA,15/01/2023,9,27,6,Unit,60,79,6.00,Parts,Threaded Insert,QLD
2604CA,15/01/2023,1,28,7,Unit,30,42,10.00,Parts,T-Nut,QLD
2600BA,15/01/2023,12,17,6,Unit,60,80,19.00,Parts,Angle Bracket,QLD
2573CA,15/01/2023,1,16,3,Unit,60,81,29.00,Parts,Corner Brace,QLD
2565CA,15/01/2023,8,19,6,Unit,30,40,18.00,Parts,Tension Pin,QLD
2564BA,15/01/2023,12,18,7,Unit,60,96,10.00,Parts,Wing Nut,QLD
2555CA,15/01/2023,6,28,0,Unit,30,44,12.00,Parts,Cap Nut,QLD
2548CA,15/01/2023,11,25,5,Unit,30,41,19.00,Parts,Lag Screw,QLD
2539AA,15/01/2023,15,16,1,Unit,30,45,23.00,Parts,Carriage Bolt,QLD
2429BA,15/01/2023,8,11,7,Unit,90,122,28.00,Parts,Furniture Connector,QLD
2422BA,15/01/2023,15,5,4,Unit,30,45,28.00,Parts,Table Leg,QLD
2418CA,15/01/2023,11,11,3,Unit,60,85,13.00,Parts,Furniture Feet,QLD
2396CA,15/01/2023,11,15,1,Unit,30,46,6.00,Parts,Table Leg ,NSW
2391CA,15/01/2023,10,15,6,Unit,45,67,26.00,Parts,Turned Leg,NSW
2371CA,15/01/2023,0,8,6,Unit,90,136,28.00,Parts,Dowel Rod,NSW
2365AA,15/01/2023,3,11,7,Unit,60,83,7.00,Parts,Dowel Pin,NSW
2359CA,15/01/2023,8,11,0,Unit,90,121,22.00,Parts,Finial,NSW
2348BA,15/01/2023,0,19,3,Unit,60,89,14.00,Parts,Newel Post,NSW
2342CA,15/01/2023,12,5,5,Unit,60,86,6.00,Parts,Baluster,QLD
2337CA,15/01/2023,15,50,2,Unit,60,83,22.00,Parts,Rail Bracket,QLD
2336BA,15/01/2023,11,3,2,Unit,30,44,20.00,Parts,Post Cap,QLD
2331CA,15/01/2023,7,17,7,Unit,60,83,11.00,Parts,Bracket,QLD
2326CA,15/01/2023,12,18,0,Unit,30,46,24.00,Parts,Corbel,QLD
2317CA,15/01/2023,8,10,2,Unit,60,89,18.00,Parts,Corner Block,NSW
2315BA,15/01/2023,6,17,7,Unit,120,182,19.00,Parts,Corner Bead,NSW
2293AA,15/01/2023,11,11,5,Unit,60,79,23.00,Parts,Corner Guard,NSW
2291AA,15/01/2023,5,19,0,Unit,120,191,25.00,Parts,Trim Board,NSW
2277AA,15/01/2023,8,7,0,Unit,120,158,24.00,Parts,Siding,NSW
2267CA,15/01/2023,9,6,4,Unit,60,91,15.00,Parts,Shiplap,NSW
2265BA,15/01/2023,4,3,6,Unit,120,184,22.00,Parts,Beadboard,NSW
2212CA,15/01/2023,7,5,0,Unit,60,87,19.00,Parts,Door Sweep,QLD
2212AA,15/01/2023,7,39,2,Unit,120,180,23.00,Parts,Door Stop,QLD
2200CA,15/01/2023,15,45,5,Unit,60,89,21.00,Parts,Kick Plate,QLD
2189CA,15/01/2023,13,6,5,Unit,60,95,6.00,Parts,Door Viewer,NSW
2173CA,15/01/2023,15,15,6,Unit,60,92,29.00,Parts,Countertop Trim,NSW
2170BA,15/01/2023,10,56,5,Unit,120,171,18.00,Parts,Cabinet Shelf,NSW
